R1, JD1, {"overall\_match\_percentage": "56%", "score\_breakdown": {"role\_alignment": {"score": "70%"}, "skills\_match": {"score": "40%"}, "experience\_match": {"score": "90%"}, "project\_relevance": {"score": "30%"}, "education\_match": {"score": "0%"}}}
R3, JD17,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD18,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD19,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD20,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD21,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD22,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD23,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD24,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD25,{"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD26, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD27, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD28, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD29, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD30, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD31, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD32, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD33, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD34, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD35, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD36, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD37, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD38, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD39, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD40, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD41, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD42, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD43, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD44, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD45, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD46, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD47, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD48, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD49, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R3, JD50, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD1, {"overall\_match\_percentage":"88%","score\_breakdown":{"role\_alignment":{"score":"90%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"90%"},"education\_match":{"score":"0%"}}}
R4, JD2, {"overall\_match\_percentage":"86%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"70%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"60%"},"education\_match":{"score":"100%"}}}
R4, JD3, {"overall\_match\_percentage":"81%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"50%"},"education\_match":{"score":"100%"}}}
R4, JD4, {"overall\_match\_percentage":"94%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"70%"},"education\_match":{"score":"100%"}}}
R4, JD5, {"overall\_match\_percentage":"90%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R4, JD6, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD7, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD8, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD9, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD10, {"overall\_match\_percentage":"39%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"40%"},"experience\_match":{"score":"50%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R4, JD11, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD12, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD13, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD14, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD15, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD16, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD17, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD18, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD19, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD20, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD21, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD22, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD23, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD24, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD25, {"overall\_match\_percentage":"5%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R4, JD26, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD27, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD28, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD29, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD30, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD31, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD32, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD33, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD34, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD35, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
